date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:42:50	16250/16250	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:50%20GMT	http://ucjeps.berkeley.edu/IJM_fam_key.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_fam_key.html	(from )
08:42:50	3489/3489	---M--	200	added ('OK')	text/plain	etag:%2223624a0-da1-4fb105a11b100%22	http://ucjeps.berkeley.edu/robots.txt		(from )
08:42:51	8380/8380	---M--	200	added ('OK')	text/css	etag:%2224c2836-20bc-4eff5adef26c0%22	http://ucjeps.berkeley.edu/common/styles/style_main_tjm2.css	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/common/styles/style_main_tjm2.css	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:51	43/43	---M--	200	added ('OK')	image/gif	etag:%2224c2717-2b-47790c4d2fc00%22	http://ucjeps.berkeley.edu/common/images/common_spacer.gif	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/common/images/common_spacer.gif	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:52	9789/9789	---M--	200	added ('OK')	image/png	etag:%2224c274b-263d-44b3f1825dcc0%22	http://ucjeps.berkeley.edu/common/images/logo_jeps_80.png	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/common/images/logo_jeps_80.png	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Mar%202016%2016:42:51%20GMT	http://ucjeps.berkeley.edu/IJM.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM.4.delayed	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:52	15641/15641	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:51%20GMT	http://ucjeps.berkeley.edu/jeps/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/jeps/index.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:52	5971/5971	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:52%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group1.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group1.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:54	34690/34690	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:52%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group2.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group2.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:54	22638/22638	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:52%20GMT	http://ucjeps.berkeley.edu/eflora/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/index.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:54	15262/15262	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:53%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group3.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group3.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:54	8732/8732	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:54%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group4.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group4.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:54	13270/13270	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:54%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group5.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group5.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:55	20088/20088	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:54%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group6.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group6.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:56	29540/29540	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:54%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group7.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group7.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:57	23293/23293	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:55%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group8.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group8.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:58	26557/26557	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:56%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group9.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group9.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:59	16210/16210	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:57%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group10.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group10.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:42:59	9821/9821	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:58%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group11.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group11.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:00	22236/22236	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:59%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group12.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group12.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:00	11773/11773	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:42:59%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group13.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group13.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:01	14276/14276	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:00%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group14.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group14.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:02	22684/22684	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:00%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group15.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group15.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:03	25710/25710	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:01%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group16.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group16.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:03	11384/11384	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:02%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group17.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:03	16087/16087	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:03%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group18.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:04	30284/30284	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:03%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group19.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:05	24266/24266	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:03%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group20.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group20.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:06	14011/14011	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:04%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group21.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group21.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:06	11041/11041	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:05%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group22.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group22.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:07	16039/16039	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:06%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group23.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group23.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:08	12509/12509	---M--	200	added ('OK')	text/css	etag:%2224c051c-30dd-52ceb594dcecf%22	http://ucjeps.berkeley.edu/common/styles/dropdowns.css	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/common/styles/dropdowns.css	(from http://ucjeps.berkeley.edu/eflora/)
08:43:08	23426/23426	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:06%20GMT	http://ucjeps.berkeley.edu/IJM_keys/IJM_key_Group24.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/IJM_keys/IJM_key_Group24.html	(from http://ucjeps.berkeley.edu/IJM_fam_key.html)
08:43:11	19307/19307	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:08%20GMT	http://ucjeps.berkeley.edu/main/collections.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/collections.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:12	38393/38393	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:08%20GMT	http://ucjeps.berkeley.edu/main/directory.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/directory.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:13	17957/17957	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:11%20GMT	http://ucjeps.berkeley.edu/main/guidelines.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/guidelines.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:14	14458/14458	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:12%20GMT	http://ucjeps.berkeley.edu/main/volunteer.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/volunteer.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:15	58447/58447	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:08%20GMT	http://ucjeps.berkeley.edu/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:15	27088/27088	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:14%20GMT	http://ucjeps.berkeley.edu/main/policies.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/policies.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:15	25400/25400	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:14%20GMT	http://ucjeps.berkeley.edu/main/research/faculty.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/research/faculty.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:17	13896/13896	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:15%20GMT	http://ucjeps.berkeley.edu/history/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/history/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:18	26609/26609	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:16%20GMT	http://ucjeps.berkeley.edu/Herb_Pubs.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/Herb_Pubs.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:18	25403/25403	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:16%20GMT	http://ucjeps.berkeley.edu/main/research/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/research/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:19	16477/16477	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:18%20GMT	http://ucjeps.berkeley.edu/CPD/algal_research.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/CPD/algal_research.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:19	26825/26825	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:18%20GMT	http://ucjeps.berkeley.edu/jepsonflora/index.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/jepsonflora/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:20	22465/22465	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:19%20GMT	http://ucjeps.berkeley.edu/bryolab/UC_bryophytes.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/bryolab/UC_bryophytes.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:20	6604/6604	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:19%20GMT	http://ucjeps.berkeley.edu/bryolab/CPPP/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/bryolab/CPPP/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:21	1162/1162	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:20%20GMT	http://ucjeps.berkeley.edu/specimens/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/specimens/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:21	1143/1143	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:20%20GMT	http://ucjeps.berkeley.edu/images/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/images/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:21	16006/16006	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:19%20GMT	http://ucjeps.berkeley.edu/main/databases.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/databases.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:24	27466/27466	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:21%20GMT	http://ucjeps.berkeley.edu/INA.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/INA.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:24	23044/23044	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:22%20GMT	http://ucjeps.berkeley.edu/interchange/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/interchange/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:24	20364/20364	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:21%20GMT	http://ucjeps.berkeley.edu/consortium/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/consortium/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:26	14968/14968	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:24%20GMT	http://ucjeps.berkeley.edu/db/JPNI.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/db/JPNI.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:26	12889/12889	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:24%20GMT	http://ucjeps.berkeley.edu/efloras.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/efloras.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:26	24424/24424	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:24%20GMT	http://ucjeps.berkeley.edu/db/icpn/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/db/icpn/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:28	32355/32355	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:26%20GMT	http://ucjeps.berkeley.edu/seaweedflora.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/seaweedflora.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:28	24504/24504	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:26%20GMT	http://ucjeps.berkeley.edu/CA_moss_eflora/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/CA_moss_eflora/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:28	13119/13119	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:26%20GMT	http://ucjeps.berkeley.edu/main/education.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/education.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:28	3814/3814	---M--	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:28%20GMT	http://ucjeps.berkeley.edu/efc/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/efc/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:31	18199/18199	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:28%20GMT	http://ucjeps.berkeley.edu/main/opportunities.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/opportunities.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:31	15069/15069	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:28%20GMT	http://ucjeps.berkeley.edu/main/archives/index.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/archives/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:31	22940/22940	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:28%20GMT	http://ucjeps.berkeley.edu/workshops/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/workshops/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:34	17480/17480	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:31%20GMT	http://ucjeps.berkeley.edu/news/botanylunch/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/news/botanylunch/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:34	17853/17853	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:31%20GMT	http://ucjeps.berkeley.edu/main/archives/archives_overview.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/archives/archives_overview.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:34	47111/47111	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:31%20GMT	http://ucjeps.berkeley.edu/jeps/globe/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/jeps/globe/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:37	161594/161594	---M--	200	added ('OK')	image/png	etag:%2224c2703-2773a-50956ce44b500%22	http://ucjeps.berkeley.edu/common/images/JepsonLogoSmall.png	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/common/images/JepsonLogoSmall.png	(from http://ucjeps.berkeley.edu/eflora/)
08:43:37	12706/12706	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:34%20GMT	http://ucjeps.berkeley.edu/main/archives/images.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/main/archives/images.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:37	17789/17789	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:34%20GMT	http://ucjeps.berkeley.edu/images/fieldbooks/jepson_fieldbooks.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/images/fieldbooks/jepson_fieldbooks.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:37	21838/21838	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:34%20GMT	http://ucjeps.berkeley.edu/archon/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/archon/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:38	14809/14809	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:37%20GMT	http://ucjeps.berkeley.edu/jeps/friends/index.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/jeps/friends/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:40	18736/18736	---M--	200	added ('OK')	image/jpeg	etag:%222502c27-4930-5266c1c847735%22	http://ucjeps.berkeley.edu/eflora/common/images/ijm_banner_6.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/ijm_banner_6.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:43:42	23431/23431	---M--	200	added ('OK')	image/jpeg	etag:%222502c25-5b87-5266c1c847735%22	http://ucjeps.berkeley.edu/eflora/common/images/ijm_banner_4.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/ijm_banner_4.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:43:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Mar%202016%2016:43:42%20GMT	http://ucjeps.berkeley.edu/clademap2.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/clademap2.3a.delayed	(from http://ucjeps.berkeley.edu/eflora/)
08:43:43	14597/14597	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:43%20GMT	http://ucjeps.berkeley.edu/eflora/clademap/	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/clademap/index.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:44	35241/35241	---M--	200	added ('OK')	image/jpeg	etag:%222502c24-89a9-5266c1c847735%22	http://ucjeps.berkeley.edu/eflora/common/images/ijm_banner_2.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/ijm_banner_2.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:43:44	39059/39059	---M--	200	added ('OK')	image/jpeg	etag:%222502c22-9893-5266c1c847735%22	http://ucjeps.berkeley.edu/eflora/common/images/ijm_banner_1.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/ijm_banner_1.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:43:46	23531/23531	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:44%20GMT	http://ucjeps.berkeley.edu/eflora/filter_keys.html	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/filter_keys.html	(from http://ucjeps.berkeley.edu/eflora/)
08:43:49	45954/45954	---M--	200	added ('OK')	image/jpeg	etag:%222502c26-b382-5266c1c847735%22	http://ucjeps.berkeley.edu/eflora/common/images/ijm_banner_5.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/ijm_banner_5.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:43:50	34827/34827	---M--	200	added ('OK')	image/jpeg	etag:%222362485-880b-4c599ec2ec980%22	http://ucjeps.berkeley.edu/eflora/common/images/pt.jpg	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/common/images/pt.jpg	(from http://ucjeps.berkeley.edu/eflora/)
08:44:01	88502/88502	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:43:49%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=B	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_indexf69a.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:14	97072/97072	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:01%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=D	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_index3109.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:18	44279/44279	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:12%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=F	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_indexc4a1.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:25	81039/81039	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:14%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=G	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_index744c.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:31	34147/34147	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:26%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=I	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_indexd346.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:34	115578/115578	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:19%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=H	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_index2ecc.html	(from http://ucjeps.berkeley.edu/eflora/)
08:44:36	34755/34755	---MC-	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2016:44:31%20GMT	http://ucjeps.berkeley.edu/eflora/eflora_index.php?index=J	C:/My%20Web%20Sites/Jepson/ucjeps.berkeley.edu/eflora/eflora_index860a.html	(from http://ucjeps.berkeley.edu/eflora/)
